sample_id,station,month,fapar,modis_blue,modis_red,modis_nir,modis_mir,modis_evi,modis_ndvi,modis_lst_day_p05,modis_lst_day_p50,modis_lst_day_p95,modis_lst_night_p05,modis_lst_night_p50,modis_lst_night_p95,wv_yearly_p25,wv_yearly_p50,wv_yearly_p75,wv_monthly_lt_p50,wv_monthly_lt_p25,wv_monthly_lt_p75,wv_monthly_lt_sd,wv_monthly_ts_raw,wv_monthly_ts_smooth,accum_pr_monthly,dtm_slope,dtm_aspect-cosine,dtm_aspect-sine,dtm_downlslope.curvature,dtm_upslope.curvature,dtm_elevation,dtm_cti,dtm_neg.openess,dtm_pos.openess,dtm_vbf
335,73,8,0.1985,373.0,825.0,2786.0,1427.0,3400.0,5468.0,14848.0,15008.0,15208.0,14848.0,14328.0,14448.0,541.0,672.0,1754.0,1910.0,1820.0,1993.0,181.0,1887.0,1882.0,1090.0,1.0,5685.0,788.0,0.0,0.0,584.0,3795.0,157.0,157.0,257.0
336,74,10,0.0163,457.0,932.0,2352.0,1456.0,2452.0,4320.0,13968.0,14376.0,14672.0,13968.0,13752.0,14032.0,635.0,981.0,1518.0,885.0,766.0,944.0,146.0,1317.0,1230.0,355.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
337,12,7,0.649,191.0,453.0,2708.0,1014.0,3778.0,7108.0,15208.0,15256.0,15360.0,15208.0,14840.0,14856.0,3398.0,3568.0,4009.0,3602.0,3410.0,3903.0,287.0,4081.0,4086.0,993.0,11.0,-3071.0,945.0,-22.0,40.0,125.0,-412.0,152.0,155.0,10.0
338,12,10,0.76766664,162.0,256.0,3076.0,627.0,5144.0,8416.0,14888.0,15160.0,15232.0,14888.0,14776.0,14856.0,3179.0,3431.0,3805.0,3932.0,3846.0,4201.0,292.0,4165.0,4022.0,1069.0,11.0,-3071.0,945.0,-22.0,40.0,125.0,-412.0,152.0,155.0,10.0
339,39,4,0.038968157,5204.0,7104.0,6336.0,654.0,-967.0,-574.0,13448.0,13720.0,13872.0,13448.0,13296.0,13488.0,265.0,372.0,491.0,310.0,298.0,334.0,35.0,392.0,393.0,1297.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
340,55,9,0.955891,226.0,278.0,2598.0,573.0,4592.0,8352.0,14400.0,14784.0,15168.0,14400.0,14648.0,14872.0,722.0,1414.0,2531.0,2186.0,1966.0,2458.0,429.0,2433.0,2459.0,2296.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
341,68,10,0.780352,224.0,457.0,1408.0,771.0,1826.0,5100.0,13512.0,14032.0,14576.0,13512.0,13904.0,14264.0,554.0,887.0,1687.0,900.0,814.0,988.0,167.0,1171.0,1166.0,11800.0,2.0,8999.0,384.0,0.0,8.0,525.0,-578.0,156.0,157.0,361.0
342,14,8,0.522,208.0,377.0,3002.0,763.0,4824.0,7660.0,15160.0,15248.0,15344.0,15160.0,14840.0,14848.0,3398.0,3568.0,4009.0,3845.0,3730.0,3924.0,196.0,3986.0,4231.0,925.0,11.0,-3071.0,945.0,-22.0,40.0,125.0,-412.0,152.0,155.0,10.0
343,55,10,0.936431,179.0,359.0,2172.0,509.0,3444.0,7120.0,14240.0,14656.0,14800.0,14240.0,14264.0,14400.0,786.0,1642.0,2425.0,1511.0,1329.0,1631.0,220.0,2041.0,1915.0,11236.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
344,26,11,0.0054964432,758.0,1874.0,2642.0,3200.0,1129.0,1743.0,14360.0,14904.0,15168.0,14360.0,13912.0,13960.0,669.0,735.0,1331.0,633.0,576.0,727.0,115.0,726.0,677.0,83.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
345,26,7,0.0626,700.0,1709.0,2878.0,3016.0,1594.0,2468.0,15576.0,15792.0,16248.0,15576.0,14752.0,14896.0,617.0,791.0,1638.0,2143.0,2041.0,2308.0,252.0,2488.0,2215.0,4521.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
346,26,9,0.0225,610.0,1430.0,2376.0,2816.0,1411.0,2484.0,15216.0,15584.0,15896.0,15216.0,14512.0,14816.0,616.0,757.0,1431.0,1638.0,1461.0,1837.0,241.0,1980.0,1717.0,3770.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
347,74,7,0.0635,472.0,1006.0,2604.0,1893.0,2736.0,4560.0,15360.0,15472.0,15560.0,15360.0,14480.0,14544.0,565.0,805.0,1643.0,2295.0,2132.0,2379.0,169.0,2274.0,2025.0,13715.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
348,73,10,0.338,519.0,1196.0,3256.0,1247.0,3112.0,4628.0,13624.0,14008.0,14616.0,13624.0,13648.0,14040.0,577.0,806.0,1846.0,880.0,757.0,946.0,144.0,948.0,1182.0,3998.0,1.0,5685.0,788.0,0.0,0.0,584.0,3795.0,157.0,157.0,257.0
349,103,2,0.0,1586.0,4748.0,5788.0,6980.0,784.0,966.0,15024.0,15152.0,15552.0,15024.0,14336.0,14496.0,1043.0,1176.0,1521.0,829.0,747.0,974.0,162.0,977.0,896.0,0.0,0.0,-4901.0,827.0,-1.0,1.0,578.0,301.0,157.0,157.0,696.0
350,56,6,0.9622,243.0,281.0,4740.0,687.0,6872.0,8888.0,14760.0,15016.0,15128.0,14760.0,14640.0,14800.0,786.0,1642.0,2425.0,2831.0,2639.0,2953.0,230.0,3068.0,3002.0,10445.0,1.0,-3085.0,416.0,-4.0,0.0,12.0,2786.0,157.0,157.0,653.0
351,74,3,0.03620672,737.0,1431.0,2454.0,2162.0,1648.0,2632.0,13272.0,13528.0,14328.0,13272.0,13304.0,13448.0,636.0,876.0,1472.0,613.0,544.0,647.0,84.0,651.0,633.0,1056.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
352,74,6,0.127,475.0,901.0,2412.0,1918.0,2726.0,4736.0,15168.0,15424.0,15504.0,15168.0,14288.0,14488.0,565.0,805.0,1643.0,1889.0,1717.0,1959.0,215.0,1933.0,1722.0,7226.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
353,49,2,0.035854477,726.0,1438.0,2280.0,2332.0,1424.0,2380.0,14552.0,14840.0,15080.0,14552.0,13952.0,14096.0,705.0,828.0,1398.0,579.0,474.0,616.0,119.0,626.0,597.0,5780.0,2.0,6952.0,-718.0,-3.0,-1.0,992.0,1547.0,156.0,156.0,116.0
354,54,9,0.8795,110.0,189.0,2676.0,465.0,4780.0,8688.0,14528.0,14888.0,14944.0,14528.0,14448.0,14624.0,652.0,1364.0,2733.0,2072.0,1799.0,2329.0,365.0,2688.0,2460.0,24550.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
355,52,8,0.97417,74.0,116.0,3030.0,309.0,5532.0,9248.0,14912.0,14984.0,15080.0,14912.0,14648.0,14776.0,716.0,1223.0,2287.0,2768.0,2540.0,2983.0,452.0,3525.0,3052.0,410.0,10.0,-4753.0,-876.0,-13.0,13.0,351.0,-2414.0,153.0,155.0,14.0
356,53,7,0.86781585,90.0,165.0,3916.0,505.0,6608.0,9176.0,14920.0,14936.0,15008.0,14920.0,14592.0,14688.0,666.0,1129.0,2452.0,2785.0,2509.0,3243.0,418.0,2422.0,2707.0,1230.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
357,25,9,0.00935,636.0,1514.0,2464.0,2660.0,1430.0,2452.0,15280.0,15584.0,15808.0,15280.0,14512.0,14632.0,611.0,879.0,1422.0,1638.0,1461.0,1837.0,241.0,1701.0,1718.0,378.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
358,13,8,0.64,311.0,504.0,2880.0,862.0,4352.0,6984.0,15152.0,15200.0,15320.0,15152.0,14848.0,14864.0,3194.0,3489.0,3843.0,3848.0,3715.0,3944.0,194.0,3953.0,3943.0,1152.0,9.0,-9448.0,-315.0,-17.0,20.0,125.0,-400.0,154.0,152.0,26.0
359,38,10,0.041929204,669.0,1365.0,2952.0,2258.0,2460.0,3676.0,13416.0,14048.0,14552.0,13416.0,13504.0,13856.0,261.0,345.0,510.0,315.0,297.0,345.0,38.0,375.0,358.0,974.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
360,50,4,0.042307016,1042.0,1988.0,2882.0,3112.0,1292.0,1840.0,15368.0,15808.0,15992.0,15368.0,14440.0,14528.0,717.0,894.0,1354.0,682.0,625.0,729.0,77.0,647.0,740.0,20.0,3.0,6647.0,-713.0,-3.0,-1.0,990.0,1144.0,156.0,156.0,117.0
361,17,2,0.812585,209.0,403.0,2001.0,988.0,3116.0,6684.0,13176.0,13640.0,14056.0,13176.0,13464.0,13752.0,523.0,844.0,1704.0,391.0,360.0,443.0,85.0,438.0,393.0,1935.0,3.0,-5973.0,-415.0,-12.0,14.0,364.0,486.0,155.0,156.0,33.0
362,54,10,0.831,131.0,434.0,2076.0,475.0,2996.0,6540.0,14096.0,14520.0,14936.0,14096.0,14144.0,14512.0,652.0,1364.0,2733.0,1334.0,1250.0,1546.0,227.0,1645.0,1709.0,5964.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
363,6,8,0.0109,878.0,1486.0,2380.0,3036.0,1586.0,2354.0,15688.0,15984.0,16072.0,15688.0,14352.0,14488.0,444.0,671.0,1016.0,1453.0,1314.0,1555.0,169.0,1324.0,1224.0,3813.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
364,55,5,0.8898818,133.0,176.0,3254.0,374.0,5740.0,8968.0,14376.0,14800.0,14944.0,14376.0,14272.0,14528.0,769.0,1496.0,2886.0,1963.0,1715.0,2380.0,451.0,3023.0,2459.0,1397.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
365,45,9,0.00625,812.0,1556.0,2336.0,2586.0,1251.0,1938.0,14992.0,15496.0,15880.0,14992.0,14024.0,14280.0,613.0,719.0,919.0,868.0,762.0,898.0,116.0,906.0,905.0,430.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
366,52,9,0.970775,109.0,193.0,2456.0,358.0,4528.0,8704.0,14512.0,14688.0,14928.0,14512.0,14216.0,14552.0,623.0,1212.0,1840.0,2005.0,1769.0,2319.0,364.0,1572.0,2123.0,24550.0,10.0,-4753.0,-876.0,-13.0,13.0,351.0,-2414.0,153.0,155.0,14.0
367,6,7,0.04945,546.0,949.0,1996.0,2118.0,1936.0,3612.0,15600.0,15752.0,16024.0,15600.0,14352.0,14440.0,446.0,608.0,1198.0,1548.0,1388.0,1655.0,173.0,1712.0,1519.0,177.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
368,7,4,0.01255,805.0,1209.0,2120.0,2568.0,1687.0,2692.0,14976.0,15184.0,15336.0,14976.0,13800.0,14016.0,480.0,661.0,1178.0,560.0,529.0,607.0,70.0,503.0,708.0,625.0,1.0,-9449.0,-38.0,-1.0,3.0,1652.0,100.0,156.0,157.0,373.0
369,7,7,0.01605,787.0,1264.0,2174.0,2868.0,1522.0,2480.0,15640.0,16016.0,16120.0,15640.0,14392.0,14512.0,466.0,661.0,1105.0,1548.0,1388.0,1655.0,173.0,1548.0,1393.0,362.0,1.0,-9449.0,-38.0,-1.0,3.0,1652.0,100.0,156.0,157.0,373.0
370,11,3,0.526969,204.0,428.0,2088.0,535.0,3096.0,6336.0,14288.0,14640.0,14840.0,14288.0,14168.0,14488.0,1081.0,2062.0,3632.0,1135.0,964.0,1281.0,254.0,1117.0,1158.0,831.0,0.0,-5372.0,822.0,-2.0,6.0,27.0,593.0,157.0,157.0,856.0
371,54,8,0.924,92.0,157.0,3128.0,314.0,5592.0,9048.0,14776.0,14888.0,14936.0,14776.0,14480.0,14544.0,685.0,1013.0,2292.0,2863.0,2588.0,3075.0,437.0,2487.0,2519.0,954.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
372,24,12,0.0056535723,619.0,1471.0,1991.0,2828.0,803.0,1502.0,14152.0,14432.0,14600.0,14152.0,13624.0,13728.0,572.0,780.0,1477.0,507.0,472.0,583.0,89.0,572.0,582.0,251.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
373,55,6,0.9676625,253.0,308.0,4296.0,701.0,6760.0,8560.0,14760.0,15016.0,15128.0,14760.0,14640.0,14800.0,786.0,1642.0,2425.0,2831.0,2639.0,2953.0,230.0,3068.0,3002.0,10445.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
374,56,5,0.9304675,208.0,308.0,4064.0,658.0,6648.0,8680.0,14576.0,14848.0,15088.0,14576.0,14368.0,14528.0,722.0,1414.0,2531.0,1963.0,1715.0,2380.0,451.0,2178.0,2140.0,2163.0,1.0,-3085.0,416.0,-4.0,0.0,12.0,2786.0,157.0,157.0,653.0
375,25,4,0.0052030296,771.0,1946.0,2868.0,3430.0,1241.0,1935.0,15192.0,15696.0,16088.0,15192.0,14184.0,14432.0,669.0,735.0,1331.0,605.0,559.0,675.0,73.0,743.0,813.0,887.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
376,54,7,0.908,111.0,180.0,3698.0,436.0,6304.0,9072.0,14920.0,15064.0,15120.0,14920.0,14640.0,14808.0,720.0,1514.0,2205.0,2785.0,2509.0,3243.0,418.0,3285.0,3209.0,18021.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
377,39,3,0.018744268,9400.0,5640.0,5340.0,655.0,-386.0,-274.0,13248.0,13416.0,13728.0,13248.0,13088.0,13368.0,217.0,321.0,514.0,246.0,221.0,264.0,30.0,266.0,276.0,13062.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
378,14,3,0.77715075,316.0,475.0,2434.0,821.0,4052.0,7016.0,15048.0,15184.0,15296.0,15048.0,14704.0,14824.0,3352.0,3592.0,3939.0,2815.0,2660.0,2974.0,238.0,3220.0,3203.0,1226.0,11.0,-3071.0,945.0,-22.0,40.0,125.0,-412.0,152.0,155.0,10.0
379,20,4,0.86382437,247.0,420.0,2872.0,912.0,4624.0,7656.0,14728.0,14984.0,15208.0,14728.0,14400.0,14568.0,1093.0,1556.0,3605.0,1559.0,1367.0,1741.0,293.0,1559.0,1777.0,1476.0,1.0,9548.0,-270.0,-8.0,3.0,42.0,400.0,157.0,156.0,875.0
380,73,4,0.03675,605.0,1240.0,2412.0,2118.0,1776.0,3032.0,14272.0,14680.0,15072.0,14272.0,13712.0,13928.0,640.0,992.0,1527.0,702.0,643.0,756.0,85.0,702.0,913.0,738.0,1.0,5685.0,788.0,0.0,0.0,584.0,3795.0,157.0,157.0,257.0
381,18,4,0.694487,234.0,483.0,2180.0,1231.0,3334.0,6392.0,13976.0,14416.0,14584.0,13976.0,13792.0,14176.0,522.0,782.0,1690.0,674.0,614.0,790.0,122.0,627.0,784.0,1857.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
382,68,12,0.6982169,1434.0,790.0,1514.0,662.0,1460.0,3512.0,12608.0,13296.0,13544.0,12608.0,13168.0,13608.0,553.0,826.0,1361.0,436.0,406.0,505.0,90.0,688.0,615.0,721.0,2.0,8999.0,384.0,0.0,8.0,525.0,-578.0,156.0,157.0,361.0
383,74,1,0.058834136,931.0,1908.0,3044.0,1450.0,1630.0,2326.0,12704.0,13320.0,13568.0,12704.0,12720.0,13112.0,635.0,981.0,1518.0,500.0,460.0,548.0,68.0,572.0,511.0,26.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
384,43,10,0.0373,753.0,1364.0,2052.0,2388.0,1180.0,2070.0,14640.0,14840.0,15016.0,14640.0,13616.0,13696.0,523.0,587.0,1031.0,662.0,621.0,707.0,84.0,571.0,748.0,96.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
385,8,10,0.03235,701.0,1188.0,1805.0,2456.0,1148.0,2074.0,14456.0,14832.0,15272.0,14456.0,13560.0,14024.0,470.0,646.0,1185.0,655.0,621.0,730.0,77.0,529.0,745.0,1796.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
386,43,5,0.019203126,661.0,1164.0,2274.0,2174.0,1884.0,3228.0,14736.0,15384.0,15792.0,14736.0,13848.0,14288.0,494.0,706.0,989.0,729.0,678.0,803.0,116.0,1064.0,898.0,1136.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
387,49,10,0.046,810.0,1626.0,2784.0,2400.0,1760.0,2660.0,15048.0,15272.0,15320.0,15048.0,14328.0,14520.0,679.0,850.0,1738.0,1106.0,969.0,1306.0,209.0,1067.0,1510.0,5335.0,2.0,6952.0,-718.0,-3.0,-1.0,992.0,1547.0,156.0,156.0,116.0
388,102,8,0.0,2240.0,4724.0,5568.0,6416.0,796.0,851.0,15600.0,15736.0,15896.0,15600.0,15032.0,15120.0,1283.0,1711.0,2769.0,3727.0,3490.0,4009.0,423.0,3813.0,3342.0,259.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
389,49,7,0.00755,900.0,1862.0,3104.0,2826.0,1774.0,2452.0,15336.0,15672.0,16344.0,15336.0,14848.0,14992.0,679.0,850.0,1738.0,2383.0,1906.0,2539.0,538.0,3195.0,2592.0,6690.0,2.0,6952.0,-718.0,-3.0,-1.0,992.0,1547.0,156.0,156.0,116.0
390,12,8,0.7045,311.0,500.0,2818.0,862.0,4372.0,6932.0,15136.0,15216.0,15312.0,15136.0,14840.0,14856.0,3179.0,3431.0,3805.0,3845.0,3730.0,3924.0,196.0,3940.0,3909.0,1149.0,11.0,-3071.0,945.0,-22.0,40.0,125.0,-412.0,152.0,155.0,10.0
391,57,6,0.905,246.0,317.0,3176.0,472.0,5520.0,8592.0,14784.0,14960.0,15088.0,14784.0,14584.0,14752.0,824.0,1337.0,2580.0,2831.0,2639.0,2953.0,230.0,2502.0,2863.0,760.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
392,20,4,0.81677,210.0,311.0,2696.0,846.0,4704.0,7904.0,14792.0,14984.0,15240.0,14792.0,14352.0,14552.0,1307.0,1775.0,3374.0,1559.0,1367.0,1741.0,293.0,1280.0,1667.0,1450.0,1.0,9548.0,-270.0,-8.0,3.0,42.0,400.0,157.0,156.0,875.0
393,49,3,0.0079666665,1025.0,1943.0,2816.0,3052.0,1226.0,1774.0,15040.0,15208.0,15800.0,15040.0,14088.0,14392.0,679.0,850.0,1738.0,609.0,536.0,730.0,111.0,549.0,517.0,1946.0,2.0,6952.0,-718.0,-3.0,-1.0,992.0,1547.0,156.0,156.0,116.0
394,7,9,0.0112,588.0,953.0,1826.0,2132.0,1527.0,3064.0,15016.0,15272.0,15600.0,15016.0,14072.0,14216.0,444.0,720.0,1131.0,1013.0,894.0,1084.0,124.0,1231.0,1180.0,355.0,1.0,-9449.0,-38.0,-1.0,3.0,1652.0,100.0,156.0,157.0,373.0
395,20,2,0.61929053,217.0,428.0,1772.0,877.0,2720.0,6184.0,14216.0,14432.0,14880.0,14216.0,13952.0,14400.0,1307.0,1775.0,3374.0,921.0,793.0,1057.0,196.0,922.0,900.0,2616.0,1.0,9548.0,-270.0,-8.0,3.0,42.0,400.0,157.0,156.0,875.0
396,21,3,0.75564,245.0,482.0,2144.0,1041.0,3114.0,6312.0,14616.0,14848.0,15128.0,14616.0,14136.0,14368.0,1280.0,1706.0,3155.0,1261.0,1070.0,1343.0,262.0,1348.0,1193.0,8242.0,0.0,-4634.0,807.0,-13.0,0.0,39.0,10658.0,157.0,156.0,875.0
397,8,2,0.027182573,718.0,1245.0,1906.0,2420.0,1170.0,1998.0,13936.0,14544.0,14744.0,13936.0,13224.0,13520.0,466.0,661.0,1105.0,399.0,363.0,412.0,55.0,410.0,404.0,79.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
398,18,12,0.94116867,217.0,421.0,1802.0,690.0,2764.0,5896.0,13488.0,13568.0,13864.0,13488.0,13376.0,13720.0,555.0,996.0,1748.0,455.0,424.0,494.0,61.0,560.0,555.0,10880.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
399,103,6,0.0,1614.0,4888.0,5920.0,7144.0,802.0,971.0,15784.0,15848.0,15952.0,15784.0,14856.0,14928.0,950.0,1351.0,1684.0,1420.0,1320.0,1637.0,258.0,1324.0,1706.0,0.0,0.0,-4901.0,827.0,-1.0,1.0,578.0,301.0,157.0,157.0,696.0
400,23,8,0.739747,198.0,355.0,3086.0,635.0,4948.0,7768.0,15064.0,15152.0,15232.0,15064.0,14712.0,14848.0,1307.0,1775.0,3374.0,4206.0,3532.0,4461.0,633.0,4850.0,4199.0,1199.0,1.0,9548.0,-270.0,-8.0,3.0,42.0,400.0,157.0,156.0,875.0
401,52,4,0.4597628,195.0,403.0,2426.0,887.0,3730.0,6564.0,14424.0,14672.0,14936.0,14424.0,14104.0,14376.0,602.0,1321.0,2612.0,909.0,857.0,1062.0,153.0,1080.0,1392.0,789.0,10.0,-4753.0,-876.0,-13.0,13.0,351.0,-2414.0,153.0,155.0,14.0
402,43,6,0.00775,822.0,1388.0,2236.0,2684.0,1422.0,2220.0,15600.0,15920.0,16160.0,15600.0,14256.0,14504.0,513.0,617.0,902.0,919.0,806.0,958.0,107.0,807.0,905.0,184.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
403,37,11,0.052792244,663.0,1431.0,2722.0,1858.0,1975.0,3108.0,13080.0,13408.0,13776.0,13080.0,13152.0,13480.0,225.0,336.0,509.0,251.0,231.0,277.0,31.0,237.0,233.0,5146.0,8.0,-8256.0,564.0,3.0,53.0,3521.0,-2768.0,148.0,157.0,0.0
404,21,12,0.80445415,174.0,348.0,1829.0,618.0,2936.0,6800.0,14184.0,14512.0,14880.0,14184.0,13968.0,14304.0,1320.0,2116.0,2897.0,997.0,856.0,1138.0,259.0,1228.0,1167.0,1765.0,0.0,-4634.0,807.0,-13.0,0.0,39.0,10658.0,157.0,156.0,875.0
405,57,11,0.627,255.0,502.0,1752.0,701.0,2386.0,5468.0,14160.0,14328.0,14584.0,14160.0,14032.0,14208.0,713.0,1237.0,2557.0,873.0,802.0,945.0,112.0,953.0,1078.0,803.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
406,44,9,0.002,854.0,1496.0,2222.0,2734.0,1228.0,1970.0,14936.0,15472.0,16000.0,14936.0,13968.0,14376.0,533.0,738.0,907.0,868.0,762.0,898.0,116.0,870.0,818.0,262.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
407,19,6,0.957034,91.0,188.0,3302.0,458.0,5728.0,8976.0,14736.0,14800.0,14984.0,14736.0,14360.0,14552.0,555.0,996.0,1748.0,2013.0,1916.0,2247.0,276.0,2234.0,2117.0,9693.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
408,6,10,0.0281,548.0,992.0,1738.0,1903.0,1476.0,2934.0,14240.0,15032.0,15456.0,14240.0,13736.0,14104.0,444.0,720.0,1131.0,655.0,621.0,730.0,77.0,771.0,846.0,181.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
409,23,9,0.725187,186.0,391.0,2446.0,703.0,3844.0,7256.0,15072.0,15248.0,15320.0,15072.0,14744.0,14816.0,1144.0,2211.0,3416.0,2917.0,2655.0,3141.0,445.0,3474.0,3621.0,8741.0,1.0,9548.0,-270.0,-8.0,3.0,42.0,400.0,157.0,156.0,875.0
410,39,12,0.04605913,663.0,1431.0,2722.0,1858.0,1975.0,3108.0,13032.0,13200.0,13440.0,13032.0,12984.0,13240.0,225.0,325.0,491.0,204.0,196.0,218.0,19.0,193.0,196.0,2272.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
411,4,12,0.8712238,347.0,592.0,1498.0,1351.0,1784.0,4604.0,13784.0,14056.0,14288.0,13784.0,13384.0,13744.0,680.0,1538.0,2737.0,683.0,564.0,735.0,134.0,620.0,663.0,13847.0,2.0,-882.0,974.0,-2.0,4.0,192.0,-1840.0,156.0,157.0,486.0
412,56,1,0.55428696,342.0,608.0,1442.0,1129.0,1814.0,4062.0,13768.0,13856.0,13960.0,13768.0,13552.0,13592.0,786.0,1642.0,2425.0,515.0,448.0,562.0,75.0,529.0,513.0,7211.0,1.0,-3085.0,416.0,-4.0,0.0,12.0,2786.0,157.0,157.0,653.0
413,8,5,0.16255,632.0,1141.0,2556.0,2156.0,2744.0,4340.0,15024.0,15288.0,15928.0,15024.0,14120.0,14384.0,466.0,661.0,1105.0,892.0,827.0,962.0,107.0,911.0,958.0,851.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
414,39,6,0.03565,502.0,1020.0,2616.0,1434.0,2664.0,4388.0,14176.0,14504.0,14904.0,14176.0,13848.0,14064.0,217.0,321.0,514.0,509.0,478.0,563.0,75.0,535.0,541.0,18812.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
415,4,12,0.8789612,358.0,623.0,1611.0,1325.0,2244.0,4512.0,13584.0,13976.0,14160.0,13584.0,13536.0,13736.0,782.0,1416.0,2349.0,683.0,564.0,735.0,134.0,725.0,724.0,1385.0,2.0,-882.0,974.0,-2.0,4.0,192.0,-1840.0,156.0,157.0,486.0
416,13,3,0.64886254,316.0,475.0,2434.0,821.0,4052.0,7016.0,15056.0,15192.0,15312.0,15056.0,14736.0,14832.0,3373.0,3602.0,4004.0,2822.0,2648.0,2976.0,241.0,3232.0,3215.0,1251.0,9.0,-9448.0,-315.0,-17.0,20.0,125.0,-400.0,154.0,152.0,26.0
417,17,9,0.938551,107.0,194.0,2520.0,392.0,4568.0,8640.0,14376.0,14528.0,14816.0,14376.0,14272.0,14472.0,523.0,844.0,1704.0,1607.0,1419.0,1721.0,199.0,1645.0,1677.0,801.0,3.0,-5973.0,-415.0,-12.0,14.0,364.0,486.0,155.0,156.0,33.0
418,68,6,0.934467,100.0,188.0,3416.0,490.0,6024.0,9072.0,14600.0,14728.0,14872.0,14600.0,14392.0,14560.0,542.0,845.0,1587.0,1662.0,1546.0,1752.0,216.0,1674.0,1614.0,2015.0,2.0,8999.0,384.0,0.0,8.0,525.0,-578.0,156.0,157.0,361.0
419,39,10,0.043491583,643.0,1211.0,2372.0,2021.0,1959.0,3240.0,13728.0,14016.0,14520.0,13728.0,13632.0,13856.0,217.0,321.0,514.0,315.0,297.0,345.0,38.0,304.0,311.0,8270.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
420,21,9,0.895059,133.0,225.0,2180.0,503.0,3774.0,8076.0,14960.0,15040.0,15160.0,14960.0,14496.0,14712.0,1320.0,2116.0,2897.0,2917.0,2655.0,3141.0,445.0,2651.0,2781.0,941.0,0.0,-4634.0,807.0,-13.0,0.0,39.0,10658.0,157.0,156.0,875.0
